index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
65,66,60,RL,76,9591,2,0,4,4,4,5,3,NridgHt,Norm,Norm,1Fam,4,8,5,2004,2005,Gable,2,VinylSd,VinylSd,3,344,4,3,4,5,3,3,1,0,1,0,1143,1143,5,5,Y,5,1143,1330,0,2473,0,0,2,1,4,1,4,9,8,1,4,3,2004,2,3,852,3,3,3,192,151,0,0,0,0,0,0,,0,10,2007,WD,Normal,317000
66,67,20,RL,,19900,2,0,4,4,4,5,3,NAmes,PosA,Norm,1Fam,1,7,5,1970,1989,Gable,2,Plywood,Plywood,3,287,3,3,5,4,3,4,6,912,1,0,1035,1947,5,3,Y,5,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,4,5,1970,2,2,576,3,3,3,301,0,0,0,0,0,0,0,,0,7,2010,WD,Normal,180000
67,68,20,RL,72,10665,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2003,2003,Gable,2,VinylSd,VinylSd,3,167,4,3,4,4,3,3,6,1013,1,0,440,1453,5,5,Y,5,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,0,5,2003,2,2,558,3,3,3,144,29,0,0,0,0,0,0,,0,6,2007,WD,Normal,226000
68,69,30,RM,47,4608,2,0,4,4,4,4,3,OldTown,Artery,Norm,1Fam,1,4,6,1945,1950,Gable,2,MetalSd,MetalSd,1,0,3,4,5,3,3,1,1,0,1,0,747,747,5,3,Y,5,747,0,0,747,0,0,1,0,2,1,3,4,8,0,0,5,1945,1,1,220,3,3,3,0,0,0,0,0,0,0,0,,0,6,2010,WD,Normal,80000
69,70,50,RL,81,15593,2,0,4,4,4,4,3,ClearCr,Norm,Norm,1Fam,2,7,4,1953,1953,Gable,2,BrkFace,AsbShng,1,0,4,3,5,3,3,1,4,603,1,0,701,1304,4,3,Y,5,1304,983,0,2287,0,0,2,0,3,1,3,7,8,1,3,5,1953,3,2,667,3,3,3,0,21,114,0,0,0,0,0,,0,7,2006,WD,Normal,225000
70,71,20,RL,95,13651,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,7,6,1973,1973,Gable,2,Plywood,Plywood,3,1115,3,4,5,4,3,4,5,1880,1,0,343,2223,5,5,Y,5,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,4,5,1973,3,2,516,3,3,3,300,0,0,0,0,0,0,0,,0,2,2007,WD,Normal,244000
71,72,20,RL,69,7599,2,0,4,4,4,4,3,Mitchel,Norm,Norm,1Fam,1,4,6,1982,2006,Gable,2,HdBoard,Plywood,1,0,3,3,5,3,3,1,5,565,1,0,280,845,5,3,Y,5,845,0,0,845,1,0,1,0,2,1,3,4,8,0,0,1,1987,1,2,360,3,3,3,0,0,0,0,0,0,0,0,,0,6,2007,WD,Normal,129500
72,73,60,RL,74,10141,2,0,3,4,4,4,3,Gilbert,Norm,Norm,1Fam,4,7,5,1998,1998,Gable,2,VinylSd,VinylSd,3,40,3,3,4,4,3,1,1,0,1,0,832,832,5,4,Y,5,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,3,5,1998,3,2,427,3,3,3,0,94,0,0,291,0,0,0,,0,12,2009,WD,Normal,185000
73,74,20,RL,85,10200,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,7,1954,2003,Gable,2,Wd Sdng,Wd Sdng,3,104,3,3,5,3,3,1,5,320,4,362,404,1086,5,4,Y,5,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,0,5,1989,1,2,490,3,3,3,0,0,0,0,0,0,0,2,,0,5,2010,WD,Normal,144900
74,75,50,RM,60,5790,2,0,4,4,4,4,3,OldTown,Norm,Norm,1Fam,4,3,6,1915,1950,Gambrel,2,VinylSd,VinylSd,1,0,4,4,5,2,3,1,1,0,1,0,840,840,5,4,N,5,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,0,1,1915,1,1,379,3,3,3,0,0,202,0,0,0,0,0,,0,5,2010,WD,Normal,107400
75,76,180,RM,21,1596,2,0,4,4,4,5,3,MeadowV,Norm,Norm,Twnhs,8,4,5,1973,1973,Gable,2,CemntBd,CmentBd,1,0,3,3,5,4,3,4,6,462,1,0,0,462,5,3,Y,5,526,462,0,988,1,0,1,0,2,1,3,5,8,0,0,3,1973,1,1,297,3,3,3,120,101,0,0,0,0,0,2,,0,11,2009,WD,Normal,91000
76,77,20,RL,,8475,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,4,7,1956,1956,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,3,1,5,228,1,0,724,952,5,5,Y,4,952,0,0,952,0,0,1,0,2,1,3,4,8,0,0,1,1956,1,1,283,3,3,3,0,0,0,0,0,0,0,0,,0,4,2008,WD,Normal,135750
77,78,50,RM,50,8635,2,0,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,2,5,5,1948,2001,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,4,336,6,41,295,672,5,3,Y,5,1072,213,0,1285,1,0,1,0,2,1,3,6,7,0,0,1,1948,1,1,240,3,3,3,0,0,0,0,0,0,0,3,,0,1,2008,WD,Normal,127000
78,79,90,RL,72,10778,2,0,4,4,4,5,3,Sawyer,Norm,Norm,Duplex,1,4,5,1968,1968,Hip,2,HdBoard,HdBoard,1,0,3,3,5,3,3,1,1,0,1,0,1768,1768,5,3,N,5,1768,0,0,1768,0,0,2,0,4,2,3,8,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,136500
79,80,50,RM,60,10440,2,3,4,4,4,4,3,OldTown,Norm,Norm,1Fam,4,5,6,1910,1981,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,3,3,1,1,0,1,0,440,440,5,4,Y,5,682,548,0,1230,0,0,1,1,2,1,3,5,8,0,0,1,1966,1,2,440,3,3,3,74,0,128,0,0,0,0,3,,0,5,2009,WD,Normal,110000
80,81,60,RL,100,13000,2,0,4,4,4,4,3,NAmes,Norm,Norm,1Fam,4,6,6,1968,1968,Gable,2,VinylSd,VinylSd,3,576,3,4,5,4,3,1,3,448,1,0,448,896,5,3,Y,5,1182,960,0,2142,0,0,2,1,4,1,4,8,8,1,4,5,1968,3,1,509,3,3,3,0,72,0,0,252,0,0,0,,0,6,2009,WD,Normal,193500
81,82,120,RM,32,4500,2,0,4,4,4,2,3,Mitchel,Norm,Norm,TwnhsE,1,6,5,1998,1998,Hip,2,VinylSd,VinylSd,3,443,3,4,4,5,4,1,6,1201,1,0,36,1237,5,5,Y,5,1337,0,0,1337,1,0,2,0,2,1,3,5,8,0,0,5,1998,3,2,405,3,3,3,0,199,0,0,0,0,0,0,,0,3,2006,WD,Normal,153500
82,83,20,RL,78,10206,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,1,8,5,2007,2007,Gable,2,VinylSd,VinylSd,5,468,3,3,4,4,3,1,6,33,1,0,1530,1563,5,5,Y,5,1563,0,0,1563,0,0,2,0,3,1,4,6,8,1,4,5,2007,2,3,758,3,3,3,144,99,0,0,0,0,0,0,,0,10,2008,WD,Normal,245000
83,84,20,RL,80,8892,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,5,1960,1960,Gable,2,MetalSd,MetalSd,4,66,3,3,5,3,3,1,1,0,1,0,1065,1065,5,4,Y,5,1065,0,0,1065,0,0,1,1,3,1,3,6,8,0,0,1,1974,1,2,461,3,3,3,74,0,0,0,0,0,0,0,,0,7,2007,COD,Normal,126500
84,85,80,RL,,8530,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,8,7,5,1995,1996,Gable,2,HdBoard,HdBoard,3,22,3,3,4,4,3,1,1,0,1,0,384,384,5,4,Y,5,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,3,3,1995,3,2,400,3,3,3,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD,Normal,168500
85,86,60,RL,121,16059,2,0,4,4,4,4,3,NoRidge,Norm,Norm,1Fam,4,8,5,1991,1992,Hip,2,HdBoard,HdBoard,3,284,4,3,5,4,3,1,1,0,1,0,1288,1288,5,5,Y,5,1301,1116,0,2417,0,0,2,1,4,1,4,9,8,1,3,5,1991,1,2,462,3,3,3,127,82,0,0,0,0,0,0,,0,4,2006,WD,Normal,260000
86,87,60,RL,122,11911,2,0,2,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,6,5,2005,2005,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,1,0,1,0,684,684,5,5,Y,5,684,876,0,1560,0,0,2,1,3,1,4,6,8,1,4,3,2005,3,2,400,3,3,3,100,38,0,0,0,0,0,0,,0,3,2009,WD,Normal,174000
87,88,160,FV,40,3951,2,2,4,4,4,4,3,Somerst,Norm,Norm,TwnhsE,4,6,5,2009,2009,Gable,2,VinylSd,VinylSd,5,76,4,3,4,4,3,3,1,0,1,0,612,612,5,5,Y,5,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,0,1,2009,2,2,528,3,3,3,0,234,0,0,0,0,0,0,,0,6,2009,New,Partial,164500
88,89,50,C (all),105,8470,2,0,3,4,4,4,3,IDOTRR,Feedr,Feedr,1Fam,2,3,2,1915,1982,Hip,2,Plywood,Plywood,1,0,2,2,5,3,2,1,1,0,1,0,1013,1013,5,3,N,5,1013,0,513,1526,0,0,1,0,2,1,2,6,8,0,0,0,0,0,0,0,0,0,1,0,0,156,0,0,0,0,3,,0,10,2009,ConLD,Abnorml,85000
89,90,20,RL,60,8070,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,4,5,1994,1995,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,1,6,588,1,0,402,990,5,5,Y,5,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,8,2007,WD,Normal,123600
90,91,20,RL,60,7200,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,4,5,1950,1950,Gable,2,BrkFace,Wd Sdng,1,0,3,3,3,0,0,0,0,0,0,0,0,0,5,3,Y,4,1040,0,0,1040,0,0,1,0,2,1,3,4,8,0,0,1,1950,1,2,420,3,3,3,0,29,0,0,0,0,0,0,,0,7,2006,WD,Normal,109900
91,92,20,RL,85,8500,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,3,1961,1961,Hip,2,HdBoard,HdBoard,4,203,3,3,5,3,3,1,3,600,1,0,635,1235,5,3,Y,5,1235,0,0,1235,0,0,1,0,2,1,3,6,8,0,0,5,1961,1,2,480,3,3,3,0,0,0,0,0,0,0,2,,0,12,2006,WD,Abnorml,98600
92,93,30,RL,80,13360,2,3,3,2,4,5,3,Crawfor,Norm,Norm,1Fam,1,5,7,1921,2006,Gable,2,Wd Sdng,Wd Sdng,1,0,3,4,6,4,3,1,5,713,1,0,163,876,5,5,Y,5,964,0,0,964,1,0,1,0,2,1,3,5,8,0,0,1,1921,1,2,432,3,3,3,0,0,44,0,0,0,0,0,,0,8,2009,WD,Normal,163500
93,94,190,C (all),60,7200,2,0,4,4,4,4,3,OldTown,Norm,Norm,2fmCon,6,6,6,1910,1998,Hip,2,MetalSd,MetalSd,1,0,3,3,6,3,2,2,3,1046,1,0,168,1214,4,5,N,5,1260,1031,0,2291,0,1,2,0,4,2,3,9,8,1,4,1,1900,1,2,506,3,3,3,0,0,0,0,99,0,0,0,,0,11,2007,WD,Normal,133900
94,95,60,RL,69,9337,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,6,5,1997,1997,Gable,2,VinylSd,VinylSd,1,0,3,4,4,4,3,1,6,648,1,0,176,824,5,5,Y,5,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,0,5,1997,2,2,684,3,3,3,0,162,0,0,0,0,0,0,,0,5,2007,WD,Normal,204750
95,96,60,RL,,9765,2,0,2,4,4,4,3,Gilbert,Norm,Norm,1Fam,4,6,8,1993,1993,Gable,2,VinylSd,VinylSd,3,68,5,4,4,4,4,1,5,310,1,0,370,680,5,4,Y,5,680,790,0,1470,0,0,2,1,3,1,3,6,8,1,3,3,1993,3,2,420,3,3,3,232,63,0,0,0,0,0,0,Shed,480,4,2009,WD,Normal,185000
96,97,20,RL,78,10264,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,1999,1999,Gable,2,VinylSd,VinylSd,3,183,4,3,4,4,3,3,5,1162,1,0,426,1588,5,5,Y,5,1588,0,0,1588,0,0,2,0,3,1,4,6,8,0,0,5,1999,2,2,472,3,3,3,158,29,0,0,0,0,0,0,,0,8,2006,WD,Normal,214000
97,98,20,RL,73,10921,2,0,4,2,4,5,3,Edwards,Norm,Norm,1Fam,1,4,5,1965,1965,Hip,2,HdBoard,HdBoard,3,48,3,3,5,3,3,1,3,520,1,0,440,960,5,3,Y,2,960,0,0,960,1,0,1,0,3,1,3,6,8,0,0,5,1965,3,1,432,3,3,2,120,0,0,0,0,0,0,0,,0,5,2007,WD,Normal,94750
98,99,30,RL,85,10625,2,0,4,4,4,4,3,Edwards,Norm,Norm,1Fam,1,5,5,1920,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,3,1,5,108,1,0,350,458,5,2,N,5,835,0,0,835,0,0,1,0,2,1,3,5,8,0,0,4,1920,1,1,366,2,3,3,0,0,77,0,0,0,0,0,Shed,400,5,2010,COD,Abnorml,83000
99,100,20,RL,77,9320,2,0,3,4,4,5,3,NAmes,Norm,Norm,1Fam,1,4,5,1959,1959,Gable,2,Plywood,Plywood,1,0,3,3,5,3,3,1,5,569,1,0,381,950,5,2,Y,5,1225,0,0,1225,1,0,1,1,3,1,3,6,8,0,0,0,0,0,0,0,0,0,3,352,0,0,0,0,0,0,0,Shed,400,1,2010,WD,Normal,128950
100,101,20,RL,,10603,2,0,3,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,6,7,1977,2001,Gable,2,Plywood,Plywood,3,28,3,3,4,3,3,2,5,1200,1,0,410,1610,5,4,Y,5,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,3,5,1977,2,2,480,3,3,3,168,68,0,0,0,0,0,0,,0,2,2010,WD,Normal,205000
101,102,60,RL,77,9206,2,0,4,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,6,5,1985,1985,Gable,2,HdBoard,HdBoard,3,336,4,3,5,4,3,1,1,0,1,0,741,741,5,3,Y,5,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,3,5,1985,3,2,476,3,3,3,192,46,0,0,0,0,0,0,,0,6,2010,WD,Normal,178000
102,103,90,RL,64,7018,2,0,4,3,4,5,3,SawyerW,Norm,Norm,Duplex,1,5,5,1979,1979,Gable,2,HdBoard,HdBoard,1,0,3,2,3,0,0,0,0,0,0,0,0,0,5,3,Y,5,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0,5,1979,1,2,410,3,3,3,0,0,0,0,0,0,0,0,,0,6,2009,WD,Alloca,118964
103,104,20,RL,94,10402,2,0,3,4,4,4,3,CollgCr,Norm,Norm,1Fam,1,7,5,2009,2009,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,1,1,0,1,0,1226,1226,5,5,Y,5,1226,0,0,1226,0,0,2,0,3,1,4,6,8,0,0,5,2009,2,3,740,3,3,3,0,36,0,0,0,0,0,0,,0,5,2010,WD,Normal,198900
104,105,50,RM,,7758,2,0,4,4,4,4,3,IDOTRR,Norm,Norm,1Fam,2,7,4,1931,1950,Gable,2,Stucco,Stucco,3,600,3,2,4,3,3,1,2,224,1,0,816,1040,5,5,Y,2,1226,592,0,1818,0,0,1,1,4,1,3,7,8,2,3,1,1951,1,1,240,3,3,3,0,0,0,0,184,0,0,0,,0,6,2007,WD,Normal,169500
105,106,60,FV,75,9375,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,4,8,5,2003,2004,Hip,2,VinylSd,VinylSd,3,768,4,3,4,5,3,1,1,0,1,0,1053,1053,5,5,Y,5,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,4,5,2003,2,2,648,3,3,3,140,45,0,0,0,0,0,0,,0,8,2008,WD,Normal,250000
106,107,30,RM,60,10800,2,3,4,4,4,5,3,OldTown,Norm,Norm,1Fam,1,4,7,1885,1995,Mansard,2,VinylSd,VinylSd,1,0,3,3,6,2,3,1,1,0,1,0,641,641,5,4,Y,5,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,0,1,1954,1,1,273,2,2,1,0,0,0,0,0,0,0,0,Shed,450,8,2007,WD,Normal,100000
107,108,20,RM,50,6000,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,1,5,5,1948,1950,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,3,1,5,104,4,169,516,789,5,5,Y,5,789,0,0,789,0,0,1,0,2,1,3,5,8,0,0,1,1948,1,1,250,3,3,3,0,0,0,0,0,0,0,0,,0,4,2008,WD,Partial,115000
108,109,50,RM,85,8500,2,0,4,4,4,4,3,IDOTRR,Artery,Norm,1Fam,2,5,7,1919,2005,Gable,2,CemntBd,CmentBd,1,0,3,3,5,3,3,1,1,0,1,0,793,793,4,3,N,2,997,520,0,1517,0,0,2,0,3,1,2,7,8,0,0,0,0,0,0,0,0,0,1,0,0,144,0,0,0,0,0,,0,8,2007,WD,Normal,115000
109,110,20,RL,105,11751,2,0,3,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,6,6,1977,1977,Hip,2,Plywood,Plywood,3,480,3,3,5,4,3,1,4,705,1,0,1139,1844,5,5,Y,5,1844,0,0,1844,0,0,2,0,3,1,3,7,8,1,3,5,1977,2,2,546,3,3,3,0,122,0,0,0,0,0,3,,0,1,2010,COD,Normal,190000
110,111,50,RL,75,9525,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,6,4,1954,1972,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,2,1,3,444,1,0,550,994,5,4,Y,5,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,0,5,1954,1,1,325,3,3,3,182,0,0,0,0,0,0,0,,0,10,2006,WD,Normal,136900
111,112,80,RL,,7750,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,8,7,5,2000,2000,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,1,6,250,1,0,134,384,5,5,Y,5,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,3,3,2000,3,2,400,3,3,3,180,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,180000
112,113,60,RL,77,9965,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,2007,2007,Gable,2,VinylSd,VinylSd,5,220,4,3,4,5,3,3,6,984,1,0,280,1264,5,5,Y,5,1282,1414,0,2696,1,0,2,1,4,1,5,10,8,1,4,3,2007,3,3,792,3,3,3,120,184,0,0,168,0,0,0,,0,10,2007,New,Partial,383970
113,114,20,RL,,21000,2,0,4,3,4,4,3,Crawfor,Norm,Norm,1Fam,1,6,5,1953,1953,Hip,2,Wd Sdng,Wd Sdng,3,184,3,4,5,4,3,2,5,35,3,869,905,1809,5,3,Y,5,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,4,4,1953,1,2,450,3,3,3,166,120,192,0,0,0,0,3,,0,10,2007,COD,Abnorml,217000
114,115,70,RL,61,7259,2,0,3,4,4,5,2,Crawfor,Norm,Norm,1Fam,4,6,8,1945,2002,Gambrel,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,5,774,2,150,104,1028,5,5,Y,5,1436,884,0,2320,1,0,2,1,3,1,4,9,8,1,3,1,1945,1,1,180,3,3,3,224,0,0,0,0,0,0,3,,0,7,2007,WD,Normal,259500
115,116,160,FV,34,3230,2,2,4,4,4,4,3,Somerst,Norm,Norm,TwnhsE,4,6,5,1999,1999,Gable,2,MetalSd,MetalSd,3,1129,3,3,4,4,3,1,6,419,1,0,310,729,5,4,Y,5,729,729,0,1458,0,0,2,1,2,1,3,5,8,1,2,1,1999,1,2,440,3,3,3,0,32,0,0,0,0,0,0,,0,6,2007,WD,Normal,176000
116,117,20,RL,,11616,2,0,4,4,4,5,3,Sawyer,Norm,Norm,1Fam,1,5,5,1962,1962,Gable,2,Wd Sdng,Wd Sdng,3,116,3,3,5,3,3,1,2,170,4,670,252,1092,5,3,Y,5,1092,0,0,1092,0,1,1,0,3,1,3,6,8,1,1,5,1962,1,1,288,3,3,3,0,20,144,0,0,0,0,0,,0,9,2009,WD,Normal,139000
117,118,20,RL,74,8536,2,0,4,4,4,4,3,Edwards,Norm,Norm,1Fam,1,5,5,2006,2007,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,1,1,0,1,0,1125,1125,5,4,Y,5,1125,0,0,1125,0,0,1,1,2,1,3,5,8,0,0,5,2007,1,2,430,3,3,3,80,64,0,0,0,0,0,0,,0,4,2007,New,Partial,155000
118,119,60,RL,90,12376,2,0,4,4,4,4,3,SawyerW,Norm,Norm,1Fam,4,7,5,1990,1990,Hip,2,Plywood,Plywood,1,0,3,3,4,4,3,2,6,1470,1,0,203,1673,5,4,Y,5,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,3,5,1990,1,3,594,3,3,3,367,0,0,0,0,0,0,0,,0,5,2010,WD,Normal,320000
119,120,60,RL,65,8461,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,6,5,2005,2006,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,728,728,5,5,Y,5,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,4,5,2005,3,2,390,3,3,3,0,24,0,0,0,0,0,0,,0,7,2006,New,Partial,163990
120,121,80,RL,,21453,2,0,3,2,4,3,1,ClearCr,Norm,Norm,1Fam,8,6,5,1969,1969,Flat,4,Plywood,Plywood,1,0,3,3,5,3,3,4,5,938,1,0,0,938,5,5,Y,5,988,0,0,988,1,0,1,0,1,1,3,4,8,2,3,5,1969,1,2,540,3,3,3,0,130,0,130,0,0,0,0,,0,10,2006,WD,Normal,180000
121,122,50,RM,50,6060,2,0,4,4,4,5,3,IDOTRR,Norm,Norm,1Fam,2,4,5,1939,1950,Gable,2,AsbShng,AsbShng,1,0,3,3,4,3,3,1,1,0,1,0,732,732,5,4,Y,5,772,351,0,1123,0,0,1,0,3,1,3,4,8,0,0,1,1979,1,1,264,3,3,2,0,0,140,0,0,0,0,3,,0,6,2007,WD,Normal,100000
122,123,20,RL,75,9464,2,0,4,4,4,4,3,NAmes,Norm,Norm,1Fam,1,6,7,1958,1958,Hip,2,MetalSd,MetalSd,3,135,3,4,5,3,3,1,4,570,1,0,510,1080,5,4,Y,5,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,0,5,1958,1,1,288,3,3,3,0,0,0,0,130,0,0,0,,0,6,2008,WD,Normal,136000
123,124,120,RL,55,7892,2,0,4,4,4,5,3,SawyerW,Norm,Norm,TwnhsE,1,6,5,1993,1993,Gable,2,Plywood,Plywood,1,0,4,3,4,4,3,1,6,300,1,0,899,1199,5,5,Y,5,1199,0,0,1199,0,0,2,0,2,1,4,5,8,0,0,5,1993,2,2,530,3,3,3,0,63,0,0,0,0,0,0,,0,3,2008,WD,Normal,153900
124,125,20,RL,48,17043,2,0,3,4,4,3,3,NWAmes,Norm,Norm,1Fam,1,6,5,1979,1998,Gable,2,HdBoard,HdBoard,1,0,3,4,5,4,2,1,1,0,1,0,1362,1362,5,3,Y,5,1586,0,0,1586,0,0,2,0,3,1,3,7,8,1,3,5,1979,1,2,435,3,3,3,192,0,0,0,0,0,0,0,,0,1,2009,WD,Normal,181000
125,126,190,RM,60,6780,2,0,4,4,4,5,3,IDOTRR,Norm,Norm,2fmCon,2,6,8,1935,1982,Gable,2,Wd Sdng,Wd Sdng,1,0,3,2,5,3,3,3,6,490,1,0,30,520,5,4,N,5,520,0,234,754,1,0,1,0,2,1,3,5,8,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,84500
126,127,120,RL,,4928,2,0,3,4,4,5,3,NPkVill,Norm,Norm,TwnhsE,1,6,5,1976,1976,Gable,2,Plywood,Plywood,1,0,3,3,5,4,3,1,5,120,1,0,958,1078,5,3,Y,5,958,0,0,958,0,0,2,0,2,1,3,5,8,1,3,5,1977,2,2,440,3,3,3,0,205,0,0,0,0,0,0,,0,2,2007,WD,Normal,128000
127,128,45,RM,55,4388,2,0,3,3,4,5,3,OldTown,Feedr,Norm,1Fam,3,5,7,1930,1950,Gable,2,WdShing,Wd Sdng,1,0,3,4,6,3,3,1,2,116,1,0,556,672,5,5,Y,5,840,0,0,840,0,0,1,0,3,1,3,5,8,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,6,2007,WD,Normal,87000
128,129,60,RL,69,7590,2,0,4,4,4,5,3,NAmes,PosN,Norm,1Fam,4,6,5,1966,1966,Gable,2,VinylSd,VinylSd,3,266,3,3,5,3,3,1,4,512,1,0,148,660,5,3,Y,5,660,688,0,1348,0,0,1,1,3,1,3,6,8,1,2,5,1966,2,2,453,3,3,3,188,108,0,0,0,0,0,0,,0,7,2006,WD,Normal,155000
129,130,20,RL,69,8973,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,7,1958,1991,Gable,2,Plywood,Plywood,3,85,3,3,5,3,3,1,3,567,4,28,413,1008,5,3,Y,4,1053,0,0,1053,0,1,1,1,3,1,5,6,8,0,0,6,1998,2,2,750,3,3,3,0,80,0,180,0,0,0,1,,0,7,2006,WD,Abnorml,150000
130,131,60,RL,88,14200,2,0,4,4,4,4,3,NAmes,Norm,Norm,1Fam,4,7,6,1966,1966,Gable,2,MetalSd,MetalSd,3,309,3,3,5,3,3,1,3,445,1,0,479,924,5,5,Y,5,1216,941,0,2157,0,0,2,1,4,1,4,8,8,2,4,5,1966,3,2,487,3,3,3,105,66,0,0,0,0,0,4,,0,5,2006,WD,Normal,226000
131,132,60,RL,,12224,2,0,3,4,4,4,3,Gilbert,Norm,Norm,1Fam,4,6,5,2000,2000,Gable,2,VinylSd,VinylSd,3,40,4,3,4,4,3,1,6,695,1,0,297,992,5,5,Y,5,1022,1032,0,2054,1,0,2,1,3,1,4,7,8,1,3,3,2000,2,2,390,3,3,3,24,48,0,0,0,0,0,0,,0,7,2009,WD,Normal,244000
132,133,20,RL,75,7388,2,0,4,4,4,4,3,NAmes,Norm,Norm,1Fam,1,5,6,1959,2002,Gable,2,MetalSd,MetalSd,1,0,3,3,5,3,3,1,3,405,1,0,658,1063,5,4,Y,5,1327,0,0,1327,1,0,1,0,3,1,4,7,8,0,0,1,1974,1,2,624,3,3,3,0,0,0,0,0,0,0,0,,0,7,2007,WD,Normal,150750
